,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
36,0.0667757987976074,0.2081730365753173,0.1413972377777099,0.1026692390441894,0.1337900161743164,0.0311207771301269,0.0775685310363769,0.0857918262481689,0.0082232952117919,0.0892727375030517,0.358694314956665,0.2694215774536133,0.0970113277435302,0.2587862014770508,0.1617748737335205,0.4955263137817383,0.6508471965789795,0.1553208827972412,0.1020197868347168,0.257340669631958,0.1204257011413574,0.0992729663848877,0.1484560966491699,0.0491831302642822,0.0998721122741699,0.1091022491455078,0.0092301368713378,0.0966827869415283,0.2374966144561767,0.1408138275146484,0.1210114955902099
37,0.0977475643157959,0.2292859554290771,0.1315383911132812,0.0987577438354492,0.1092934608459472,0.010535717010498,0.0671045780181884,0.0951840877532959,0.0280795097351074,0.1001012325286865,0.7257797718048096,0.625678539276123,0.0993461608886718,0.2746798992156982,0.1753337383270263,0.3615820407867431,0.6620495319366455,0.3004674911499023,0.0945196151733398,0.3949871063232422,0.130711555480957,0.1004624366760253,0.1311521530151367,0.0306897163391113,0.1188864707946777,0.1501936912536621,0.0313072204589843,0.1150479316711425,0.1644332408905029,0.0493853092193603,0.1054766178131103
39,0.1582741737365722,0.2504868507385254,0.0922126770019531,0.07969331741333,0.1043846607208252,0.0246913433074951,0.0853364467620849,0.0853364467620849,0.0,0.1088502407073974,0.6756081581115723,0.5667579174041748,0.0848784446716308,0.4230103492736816,0.3381319046020508,0.2379066944122314,0.7275643348693848,0.4896576404571533,0.0888237953186035,0.5784814357757568,0.1028623580932617,0.0998358726501464,0.1171464920043945,0.017310619354248,0.1004254817962646,0.1657080650329589,0.0652825832366943,0.1191411018371582,0.243006944656372,0.1238658428192138,0.1134359836578369
50,0.1100354194641113,0.2540805339813232,0.1440451145172119,0.0754249095916748,0.2194700241088867,0.1068778038024902,0.1343641281127929,0.1638569831848144,0.0294928550720214,0.1127598285675048,0.7127063274383545,0.5999464988708496,0.0924618244171142,0.2931356430053711,0.2006738185882568,0.2135794162750244,0.3286590576171875,0.115079641342163,0.1260406970977783,0.2411203384399414,0.1506109237670898,0.1135470867156982,0.1727221012115478,0.0591750144958496,0.1006507873535156,0.168652057647705,0.0680012702941894,0.1182303428649902,0.1905477046966552,0.072317361831665,0.0998775959014892
55,0.120389699935913,0.2494006156921386,0.1290109157562255,0.0931372642517089,0.1023535728454589,0.00921630859375,0.0804710388183593,0.1313700675964355,0.0508990287780761,0.1152522563934326,0.2366890907287597,0.1214368343353271,0.1089756488800048,0.2593626976013183,0.1503870487213134,0.1811296939849853,0.2282567024230957,0.0471270084381103,0.1459541320800781,0.1534671783447265,0.0075130462646484,0.0891914367675781,0.0967044830322265,0.1319060325622558,0.1109633445739746,0.2213747501373291,0.1104114055633544,0.0756330490112304,0.5958037376403809,0.5201706886291504,0.1339180469512939
56,0.0854978561401367,0.2603704929351806,0.1748726367950439,0.0940303802490234,0.1124713420867919,0.0184409618377685,0.0572304725646972,0.1163928508758544,0.0591623783111572,0.1286334991455078,0.2357962131500244,0.1071627140045166,0.096776008605957,0.2970125675201416,0.2002365589141845,0.182988166809082,0.2170925140380859,0.0341043472290039,0.1428785324096679,0.1616749763488769,0.0187964439392089,0.0952081680297851,0.1140046119689941,0.1155304908752441,0.0930759906768798,0.2015907764434814,0.1085147857666015,0.0931403636932373,1.3324863910675049,1.2393460273742676,0.112323522567749
57,0.1040763854980468,0.9028005599975586,0.7987241744995117,0.1037828922271728,0.113030195236206,0.0092473030090332,0.100759744644165,0.1310138702392578,0.0302541255950927,0.1206371784210205,0.2465221881866455,0.125885009765625,0.0878975391387939,0.2580535411834717,0.1701560020446777,0.231379747390747,0.2874252796173095,0.0560455322265625,0.1174404621124267,0.1306939125061035,0.0132534503936767,0.105501651763916,0.1137866973876953,0.0082850456237792,0.0905044078826904,0.2684924602508545,0.177988052368164,0.1489264965057373,0.2592892646789551,0.1103627681732177,0.1537976264953613
58,0.1282656192779541,0.256566047668457,0.1283004283905029,0.1022284030914306,0.1104061603546142,0.0081777572631835,0.0906605720520019,0.0906605720520019,0.0,0.1413896083831787,0.549039363861084,0.4076497554779053,0.0938806533813476,0.2826077938079834,0.1887271404266357,0.2164177894592285,0.2475545406341552,0.0311367511749267,0.1383700370788574,0.1383700370788574,0.0,0.1109533309936523,0.1184608936309814,0.0075075626373291,0.1009786128997802,0.1404793262481689,0.0395007133483886,0.1458954811096191,0.6672573089599609,0.5213618278503418,0.1091787815093994
59,0.0923101902008056,0.3446400165557861,0.2523298263549804,0.0877461433410644,0.3400759696960449,0.0987443923950195,0.0898036956787109,0.120201826095581,0.0303981304168701,0.1298670768737793,0.3053758144378662,0.1755087375640869,0.0934932231903076,0.5761375427246094,0.4826443195343017,0.3093328475952148,0.864638090133667,0.5553052425384521,0.1120474338531494,0.6673526763916016,0.1240344047546386,0.11720871925354,0.1282100677490234,0.0110013484954833,0.1033754348754882,0.1946847438812255,0.0913093090057373,0.1178681850433349,1.0862476825714111,0.9683794975280762,0.1301884651184082
61,0.099039077758789,0.2054777145385742,0.1064386367797851,0.1028985977172851,0.117032766342163,0.0141341686248779,0.080024242401123,0.1209969520568847,0.0409727096557617,0.1279757022857666,0.5200495719909668,0.3920738697052002,0.0872893333435058,0.2549443244934082,0.1676549911499023,0.3345451354980469,0.428466796875,0.0939216613769531,0.0967590808868408,0.1906807422637939,0.1346523761749267,0.1158540248870849,0.1410400867462158,0.0251860618591308,0.0930690765380859,0.1935465335845947,0.1004774570465087,0.1361432075500488,0.2453582286834716,0.1092150211334228,0.1197760105133056
62,0.1047496795654296,0.1838207244873047,0.079071044921875,0.0999038219451904,0.1193404197692871,0.0194365978240966,0.0728909969329834,0.0876350402832031,0.0147440433502197,0.0895540714263916,0.1996450424194336,0.1100909709930419,0.1202538013458252,0.21281099319458,0.0925571918487548,0.2413265705108642,0.2533838748931885,0.0120573043823242,0.1143927574157714,0.1563856601715088,0.0419929027557373,0.1088290214538574,0.1203935146331787,0.0115644931793212,0.11134934425354,0.1401524543762207,0.0288031101226806,0.1641335487365722,0.2601375579833984,0.0960040092468261,0.1259562969207763
64,0.1186575889587402,0.2239317893981933,0.1052742004394531,0.1022121906280517,0.1088855266571044,0.0066733360290527,0.0840580463409423,0.0907313823699951,0.0968496799468994,0.1046328544616699,0.2258708477020263,0.1212379932403564,0.1166408061981201,0.7417581081390381,0.625117301940918,0.2349531650543213,0.6372532844543457,0.4023001194000244,0.0770726203918457,0.4793727397918701,0.0970950126647949,0.089933156967163,0.1328978538513183,0.0429646968841552,0.0994071960449218,0.1714115142822265,0.0720043182373046,0.1107738018035888,0.1591980457305908,0.0484242439270019,0.1296949386596679
68,0.1030819416046142,0.2242124080657959,0.1211304664611816,0.0975720882415771,0.2187025547027588,0.1115388870239257,0.0767018795013427,0.080190896987915,0.0034890174865722,0.1082205772399902,0.1724791526794433,0.0642585754394531,0.0971975326538086,0.3015241622924804,0.2043266296386718,0.2254097461700439,0.2580430507659912,0.0326333045959472,0.1191389560699462,0.1191389560699462,0.0,0.1272652149200439,0.1307506561279297,0.0034854412078857,0.0936224460601806,0.1194934844970703,0.0258710384368896,0.1635236740112304,0.4730668067932129,0.3095431327819824,0.1223034858703613
70,0.1128935813903808,0.4299502372741699,0.317056655883789,0.1132919788360595,0.1132919788360595,0.0,0.1096100807189941,0.712465763092041,0.6028556823730469,0.1045513153076171,0.2421188354492187,0.1375675201416015,0.0827059745788574,0.2969479560852051,0.2142419815063476,0.2173383235931396,0.2965648174285888,0.0792264938354492,0.1252727508544922,0.1343519687652588,0.0090792179107666,0.133568525314331,0.1355609893798828,0.0019924640655517,0.0965003967285156,1.3975465297698977,1.3010461330413818,0.1027791500091552,0.2099783420562744,0.1071991920471191,0.0898833274841308
71,0.1360175609588623,0.8364815711975098,0.7004640102386475,0.0886721611022949,0.7891361713409424,0.1026623249053955,0.0791506767272949,0.1161243915557861,0.0369737148284912,0.1169121265411377,0.2403254508972168,0.1234133243560791,0.0772707462310791,0.2742986679077148,0.1970279216766357,0.2149291038513183,0.2619285583496094,0.046999454498291,0.1145632266998291,0.1225614547729492,0.0079982280731201,0.1107966899871826,0.1187949180603027,0.1250410079956054,0.1007936000823974,0.1827328205108642,0.0819392204284668,0.1031825542449951,0.218987226486206,0.1158046722412109,0.0840692520141601
85,0.1403083801269531,0.5881381034851074,0.4478297233581543,0.0730209350585937,0.520850658416748,0.0870766639709472,0.1129419803619384,0.1273789405822754,0.0144369602203369,0.1030292510986328,0.271195650100708,0.1681663990020752,0.1027455329895019,0.3534474372863769,0.250701904296875,0.2341015338897705,0.3405721187591553,0.1064705848693847,0.1300444602966308,0.1456916332244873,0.0156471729278564,0.1274785995483398,0.1547355651855468,0.027256965637207,0.1184117794036865,0.9888091087341307,0.8703973293304443,0.0778889656066894,0.4283854961395263,0.3504965305328369,0.0906901359558105
87,0.1162109375,0.4052510261535644,0.2890400886535644,0.1045000553131103,0.1093919277191162,0.0048918724060058,0.0691232681274414,0.1347017288208007,0.0655784606933593,0.1129469871520996,0.4324781894683838,0.3195312023162842,0.0988938808441162,0.2857301235198974,0.1868362426757812,0.1949360370635986,0.2049803733825683,0.0100443363189697,0.101564884185791,0.1398265361785888,0.0382616519927978,0.1370172500610351,0.175278902053833,0.150048017501831,0.1068782806396484,0.1338636875152588,0.0269854068756103,0.17153000831604,0.2129514217376709,0.0414214134216308,0.0935308933258056
89,0.1325016021728515,1.429630994796753,1.2971293926239014,0.0751206874847412,1.3722500801086426,0.1142108440399169,0.1127262115478515,0.1437652111053466,0.0310389995574951,0.1051089763641357,0.2685873508453369,0.1634783744812011,0.0515463352203369,0.5121591091156006,0.4606127738952636,0.3865623474121094,0.4328615665435791,0.0462992191314697,0.1027455329895019,0.1357474327087402,0.0330018997192382,0.126708984375,0.1597108840942382,0.1565415859222412,0.1159274578094482,0.1613631248474121,0.0454356670379638,0.1415820121765136,0.1611456871032714,0.0195636749267578,0.1511523723602295
100,0.1154587268829345,0.3195750713348388,0.2041163444519043,0.0856068134307861,0.2897231578826904,0.1168680191040039,0.1127939224243164,0.1425399780273437,0.0297460556030273,0.0929076671600341,0.2513470649719238,0.1584393978118896,0.0837006568908691,0.4991681575775146,0.4154675006866455,0.3181619644165039,0.4149553775787353,0.0967934131622314,0.0977842807769775,0.1945776939392089,0.1191511154174804,0.1097636222839355,0.1174702644348144,0.0077066421508789,0.1052522659301757,0.1386463642120361,0.0333940982818603,0.0854132175445556,0.2067980766296386,0.121384859085083,0.0890769958496093
104,0.0922014713287353,0.2639062404632568,0.1717047691345214,0.0902650356292724,0.2619698047637939,0.1061081886291503,0.0930275917053222,0.0771844387054443,0.1000924110412597,0.0824716091156005,0.1930844783782959,0.1106128692626953,0.0959599018096923,0.2964153289794922,0.2004554271697998,0.1837403774261474,0.3584299087524414,0.1746895313262939,0.1056196689605712,0.1299030780792236,0.0242834091186523,0.1044552326202392,0.1200740337371826,0.0156188011169433,0.1495342254638672,0.1495342254638672,0.0,0.04868745803833,0.2347495555877685,0.1860620975494384,0.0845668315887451
107,0.0905766487121582,0.2351827621459961,0.1446061134338379,0.0946693420410156,0.1186325550079345,0.0239632129669189,0.0801141262054443,0.106727123260498,0.0266129970550537,0.0657999515533447,0.1606791019439697,0.094879150390625,0.0837132930755615,0.3124423027038574,0.2287290096282959,0.1336588859558105,0.9910860061645508,0.8574271202087402,0.0835323333740234,0.9409594535827636,0.1147706508636474,0.092900276184082,0.1332654953002929,0.0403652191162109,0.1033196449279785,0.1501407623291015,0.046821117401123,0.1124153137207031,0.3280644416809082,0.215649127960205,0.079324722290039
110,0.0998685359954834,0.2064108848571777,0.1065423488616943,0.0948677062988281,0.2014100551605224,0.1068835258483886,0.0958929061889648,0.099905252456665,0.0040123462677001,0.0839316844940185,0.2006194591522216,0.1166877746582031,0.0750222206115722,0.3354544639587402,0.2604322433471679,0.1669342517852783,0.4408295154571533,0.273895263671875,0.1153497695922851,0.118401288986206,0.0030515193939208,0.0966665744781494,0.2025749683380127,0.1059083938598632,0.1245894432067871,0.6845345497131348,0.5599451065063477,0.0950863361358642,0.1992132663726806,0.1041269302368164,0.0773389339447021
112,0.1249117851257324,0.2954998016357422,0.1705880165100097,0.0784456729888916,0.0960800647735595,0.0176343917846679,0.0849874019622802,0.1046273708343505,0.0196399688720703,0.086855411529541,0.3435409069061279,0.2566854953765869,0.0645103454589843,0.3756527900695801,0.3111424446105957,0.2292714118957519,1.7465617656707764,1.5172903537750244,0.1251072883605957,0.1444141864776611,0.0193068981170654,0.0651969909667968,0.0950231552124023,0.0298261642456054,0.096858263015747,0.3607714176177978,0.2639131546020508,0.1003668308258056,0.1878824234008789,0.0875155925750732,0.0793201923370361
113,0.1102321147918701,0.2310357093811035,0.1208035945892334,0.0986473560333252,0.1097307205200195,0.0110833644866943,0.0660994052886962,0.1120398044586181,0.0459403991699218,0.0727179050445556,0.1777505874633789,0.1050326824188232,0.0978264808654785,0.3261771202087402,0.2283506393432617,0.1546330451965332,0.4245779514312744,0.2699449062347412,0.0756559371948242,0.3552572727203369,0.2796013355255127,0.083385944366455,0.1391925811767578,0.0558066368103027,0.0676014423370361,0.1766290664672851,0.109027624130249,0.0892658233642578,0.2473771572113037,0.1581113338470459,0.1200816631317138
115,0.1014633178710937,0.3068530559539795,0.2053897380828857,0.073634386062622,0.0759408473968505,0.0023064613342285,0.0730950832366943,0.1222760677337646,0.0491809844970703,0.0685791969299316,0.2182238101959228,0.1496446132659912,0.0732977390289306,1.1165308952331543,1.0432331562042236,0.2037966251373291,0.2867689132690429,0.0829722881317138,0.0982825756072998,0.1812548637390136,0.1122756004333496,0.1221601963043212,0.1251888275146484,0.0030286312103271,0.0880956649780273,0.1060023307800293,0.0179066658020019,0.090395450592041,0.1737303733825683,0.0833349227905273,0.0589685440063476
122,0.1089100837707519,0.1754343509674072,0.0665242671966552,0.1104490756988525,0.1421973705291748,0.0317482948303222,0.096736192703247,0.125629186630249,0.0288929939270019,0.0852973461151123,0.2117457389831543,0.126448392868042,0.0935306549072265,0.3322079181671142,0.2386772632598877,0.1923203468322754,0.2841694355010986,0.0918490886688232,0.1145741939544677,0.1730070114135742,0.0584328174591064,0.0979363918304443,0.364295482635498,0.2663590908050537,0.1087095737457275,0.2781999111175537,0.1694903373718261,0.0510563850402832,1.435577154159546,1.3845207691192627,0.0532081127166748
123,0.1315164566040039,1.2666633129119873,1.1351468563079834,0.0887274742126464,0.0957307815551757,0.0070033073425292,0.0713601112365722,0.0783634185791015,0.1108536720275878,0.1184320449829101,0.5684082508087158,0.4499762058258056,0.0990045070648193,0.3144130706787109,0.2154085636138916,0.1882879734039306,0.2190556526184082,0.0307676792144775,0.120936632156372,0.1369686126708984,0.0160319805145263,0.0699944496154785,0.0799179077148437,0.0099234580993652,0.0968716144561767,0.1190037727355957,0.0221321582794189,0.0879180431365966,0.17486572265625,0.0869476795196533,0.1011421680450439
124,0.1021726131439209,0.1738107204437255,0.0716381072998046,0.1039273738861084,0.2781116962432861,0.1741843223571777,0.1458945274353027,0.2273328304290771,0.0814383029937744,0.0766170024871826,0.21832275390625,0.1417057514190673,0.0813219547271728,0.2879135608673095,0.2065916061401367,0.1784553527832031,0.2121918201446533,0.0337364673614501,0.1051750183105468,0.1368582248687744,0.0316832065582275,0.1449291706085205,0.1469073295593261,0.0019781589508056,0.072756290435791,0.0939583778381347,0.0212020874023437,0.0854029655456543,0.1817634105682373,0.096360445022583,0.1039021015167236
143,0.1002233028411865,0.7986102104187012,0.6983869075775146,0.0817546844482421,0.7801415920257568,0.0847406387329101,0.0641670227050781,0.0811474323272705,0.0169804096221923,0.0962965488433837,0.5798249244689941,0.4835283756256103,0.0971872806549072,0.3485243320465088,0.2513370513916015,0.22792649269104,0.3222043514251709,0.0942778587341308,0.0941054821014404,0.1099634170532226,0.0158579349517822,0.0754179954528808,0.0996499061584472,0.0242319107055664,0.1070666313171386,0.1070666313171386,0.0,0.0883505344390869,0.1518168449401855,0.0634663105010986,0.0863990783691406
149,0.0766146183013916,1.4720306396484375,1.395416021347046,0.0632727146148681,1.458688735961914,0.0863754749298095,0.0890984535217285,0.0910968780517578,0.0019984245300292,0.0841734409332275,0.2100770473480224,0.1259036064147949,0.0780999660491943,0.3753008842468261,0.2972009181976318,0.2183294296264648,0.2387700080871582,0.0204405784606933,0.0895423889160156,0.1308073997497558,0.0412650108337402,0.0892767906188964,0.0984027385711669,0.0091259479522705,0.0764577388763427,0.131976842880249,0.0555191040039062,0.1137206554412841,0.3032944202423095,0.1895737648010254,0.0867061614990234
150,0.0941314697265625,0.5057024955749512,0.4115710258483886,0.0677900314331054,0.4793610572814941,0.1014165878295898,0.0886731147766113,0.1039211750030517,0.0152480602264404,0.075038194656372,0.6248466968536377,0.5498085021972656,0.1252331733703613,0.3085329532623291,0.1832997798919677,0.1984071731567382,0.2459712028503418,0.0475640296936035,0.1435649394989013,0.2139937877655029,0.0704288482666015,0.0326695442199707,0.0754413604736328,0.0427718162536621,0.1381897926330566,1.0872535705566406,0.949063777923584,0.1004199981689453,0.1283609867095947,0.0279409885406494,0.0903370380401611
155,0.0964391231536865,0.6857764720916748,0.5893373489379883,0.0909070968627929,0.6802444458007812,0.1048424243927002,0.0994496345520019,0.3453474044799804,0.2458977699279785,0.0988051891326904,0.2413275241851806,0.1425223350524902,0.1008374691009521,0.3061306476593017,0.2052931785583496,0.219362735748291,0.2214114665985107,0.0020487308502197,0.1019315719604492,0.1246283054351806,0.0226967334747314,0.0951063632965087,0.1178030967712402,0.1073362827301025,0.1061487197875976,0.1443190574645996,0.0381703376770019,0.0971162319183349,0.2127163410186767,0.1156001091003418,0.1048445701599121
158,0.0774435997009277,0.2551071643829345,0.1776635646820068,0.0975861549377441,0.1132123470306396,0.0156261920928955,0.0628800392150878,0.4180653095245361,0.3551852703094482,0.1021008491516113,0.4098165035247803,0.3077156543731689,0.0952131748199462,0.2988631725311279,0.2036499977111816,0.2438199520111084,0.3546204566955566,0.1108005046844482,0.1065688133239746,0.1467869281768798,0.0402181148529052,0.0482494831085205,0.0624823570251464,0.0142328739166259,0.0866434574127197,0.4459424018859863,0.3592989444732666,0.1535296440124511,0.2962126731872558,0.1426830291748047,0.0688753128051757
160,0.0865557193756103,0.2271182537078857,0.1405625343322754,0.1158792972564697,0.1624844074249267,0.046605110168457,0.0742201805114746,0.0945000648498535,0.0202798843383789,0.1051638126373291,0.2390491962432861,0.133885383605957,0.0949926376342773,1.045680284500122,0.9506876468658448,0.2388842105865478,0.8435218334197998,0.604637622833252,0.0799734592437744,0.6846110820770264,0.0999889373779296,0.1160948276519775,0.0960793495178222,0.130831241607666,0.1010048389434814,0.1980140209197998,0.0970091819763183,0.0822105407714843,0.1538228988647461,0.0716123580932617,0.0904474258422851
167,0.0509314537048339,0.248162031173706,0.197230577468872,0.0804681777954101,0.2776987552642822,0.110865831375122,0.0809330940246582,0.0893750190734863,0.0084419250488281,0.0901286602020263,0.2438728809356689,0.1537442207336425,0.0879387855529785,0.3212573528289795,0.2333185672760009,0.2212414741516113,0.2668297290802002,0.0455882549285888,0.1099476814270019,0.1209838390350341,0.0110361576080322,0.1142740249633789,0.1253101825714111,0.125615119934082,0.1015396118164062,0.1482596397399902,0.0467200279235839,0.0938050746917724,0.2294282913208007,0.1356232166290283,0.0809752941131591
168,0.0802183151245117,0.2423262596130371,0.1621079444885254,0.105720043182373,0.2678279876708984,0.1217744350433349,0.0660324096679687,0.4700443744659424,0.4040119647979736,0.0720181465148925,0.2609386444091797,0.1889204978942871,0.1030170917510986,0.4058423042297363,0.3028252124786377,0.2140724658966064,0.2632436752319336,0.0491712093353271,0.1035621166229248,0.1237549781799316,0.0201928615570068,0.1101396083831787,0.1201715469360351,0.0100319385528564,0.0882868766784668,0.1303675174713134,0.0420806407928466,0.0883677005767822,0.1822357177734375,0.0938680171966552,0.0939822196960449
171,0.1043906211853027,0.2276668548583984,0.1232762336730957,0.1073927879333496,0.6994049549102783,0.5920121669769287,0.07527756690979,0.6672897338867188,0.0986442565917968,0.1132388114929199,0.2681047916412353,0.1548659801483154,0.0868451595306396,0.3266031742095947,0.239758014678955,0.2123634815216064,0.5067358016967773,0.2943723201751709,0.1166903972625732,0.1360690593719482,0.019378662109375,0.1023318767547607,0.1113448143005371,0.0090129375457763,0.1378209590911865,0.1465828418731689,0.0087618827819824,0.1128346920013427,0.2061805725097656,0.0933458805084228,0.0883083343505859
173,0.0959677696228027,0.2123177051544189,0.1163499355316162,0.1098999977111816,0.1188979148864746,0.0089979171752929,0.0759427547454834,0.0843372344970703,0.0083944797515869,0.1041579246520996,0.2177522182464599,0.1135942935943603,0.0995466709136962,0.2856087684631347,0.1860620975494384,0.1972060203552246,0.3116281032562256,0.1144220829010009,0.0470249652862548,0.0560152530670166,0.0089902877807617,0.1009314060211181,1.4868230819702148,1.385891675949097,0.0922574996948242,0.267531156539917,0.1752736568450927,0.0730063915252685,0.1802515983581543,0.1072452068328857,0.0646014213562011
